"","genomicsSampleID","soilMoisture","decimalLatitude","decimalLongitude","elevation","soilTemp","soilInWaterpH","soilInCaClpH","bin_oid","bin_id","site","site_ID","subplot","layer","quadrant","date","img_genome_id","bin_quality","bin_lineage","gtdb_taxonomy_lineage","domain","phylum","class","order","family","genus","bin_methods","created_by","date_added","bin_completeness","bin_contamination","average_coverage","total_number_of_bases","x5s_r_rna","x16s_r_rna","x23s_r_rna","t_rna_genes","gene_count","scaffold_count","gold_study_id","community","type"
"107","BONA_006-O-20230710",2.53866666666667,65.176107,-147.544089,507,10.8,4.04752912701423,3.4761586521534,"3300079305_s11","3300079305_s11","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","006","O",NA,"20230710",3300079305,"MQ","Bacteria; Actinomycetota","Bacteria; Actinomycetota; Acidimicrobiia; Acidimicrobiales; RAAP-2; Bog-473","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","RAAP-2","Bog-473","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-01-25,90.73,4.8,NA,4231765,1,1,0,43,4179,212,"Gs0166454","Soil microbial communities","Soil"
"108","BONA_006-O-20230710",2.53866666666667,65.176107,-147.544089,507,10.8,4.04752912701423,3.4761586521534,"3300079305_s13","3300079305_s13","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","006","O",NA,"20230710",3300079305,"MQ","Bacteria; Bacteroidota","Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; JABDFW01","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","JABDFW01","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-01-25,99.83,0.66,NA,3471793,0,1,0,43,3526,198,"Gs0166454","Soil microbial communities","Soil"
"109","BONA_006-O-20230710",2.53866666666667,65.176107,-147.544089,507,10.8,4.04752912701423,3.4761586521534,"3300079305_s135","3300079305_s135","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","006","O",NA,"20230710",3300079305,"MQ",NA,"Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Puia","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Puia","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-01-25,53.47,7.11,NA,3572346,0,0,0,12,3682,766,"Gs0166454","Soil microbial communities","Soil"
"110","BONA_006-O-20230710",2.53866666666667,65.176107,-147.544089,507,10.8,4.04752912701423,3.4761586521534,"3300079305_s18","3300079305_s18","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","006","O",NA,"20230710",3300079305,"MQ","Bacteria; Verrucomicrobiota","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Chthoniobacteraceae; JAJPJG01","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","JAJPJG01","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-01-25,86.78,1.47,NA,4104347,1,1,1,55,3961,270,"Gs0166454","Soil microbial communities","Soil"
"111","BONA_006-O-20230710",2.53866666666667,65.176107,-147.544089,507,10.8,4.04752912701423,3.4761586521534,"3300079305_s19","3300079305_s19","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","006","O",NA,"20230710",3300079305,"MQ","Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales","Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Palsa-513","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Palsa-513","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-01-25,82.77,0.03,NA,2694982,0,1,0,52,2870,202,"Gs0166454","Soil microbial communities","Soil"
"112","BONA_006-O-20230710",2.53866666666667,65.176107,-147.544089,507,10.8,4.04752912701423,3.4761586521534,"3300079305_s2","3300079305_s2","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","006","O",NA,"20230710",3300079305,"HQ","Bacteria; Actinomycetota","Bacteria; Actinomycetota; Acidimicrobiia; Acidimicrobiales; RAAP-2; RAAP-2","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","RAAP-2","RAAP-2","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-01-25,95.82,0.25,NA,2545533,1,1,1,48,2578,19,"Gs0166454","Soil microbial communities","Soil"
"113","BONA_006-O-20230710",2.53866666666667,65.176107,-147.544089,507,10.8,4.04752912701423,3.4761586521534,"3300079305_s21","3300079305_s21","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","006","O",NA,"20230710",3300079305,"HQ","Bacteria; Pseudomonadota; Alphaproteobacteria","Bacteria; Pseudomonadota; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Palsa-881","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Palsa-881","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-01-25,90.69,2.9,NA,4328604,1,1,1,41,4538,381,"Gs0166454","Soil microbial communities","Soil"
"114","BONA_006-O-20230710",2.53866666666667,65.176107,-147.544089,507,10.8,4.04752912701423,3.4761586521534,"3300079305_s28","3300079305_s28","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","006","O",NA,"20230710",3300079305,"MQ","Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Caballeronia","Bacteria; Pseudomonadota; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Caballeronia","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Caballeronia","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-01-25,55.09,0.75,NA,3030613,1,0,0,35,2964,229,"Gs0166454","Soil microbial communities","Soil"
"115","BONA_006-O-20230710",2.53866666666667,65.176107,-147.544089,507,10.8,4.04752912701423,3.4761586521534,"3300079305_s29","3300079305_s29","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","006","O",NA,"20230710",3300079305,"MQ","Bacteria; Bacteroidota; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter","Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-01-25,83.02,0.4,NA,4578425,0,0,0,38,4602,360,"Gs0166454","Soil microbial communities","Soil"
"116","BONA_006-O-20230710",2.53866666666667,65.176107,-147.544089,507,10.8,4.04752912701423,3.4761586521534,"3300079305_s3","3300079305_s3","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","006","O",NA,"20230710",3300079305,"MQ","Bacteria; Actinomycetota; Thermoleophilia","Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Palsa-744","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Palsa-744","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-01-25,94.95,1.03,NA,3885887,0,1,1,52,3806,60,"Gs0166454","Soil microbial communities","Soil"
"117","BONA_006-O-20230710",2.53866666666667,65.176107,-147.544089,507,10.8,4.04752912701423,3.4761586521534,"3300079305_s33","3300079305_s33","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","006","O",NA,"20230710",3300079305,"MQ","Bacteria; Pseudomonadota; Betaproteobacteria","Bacteria; Pseudomonadota; Gammaproteobacteria; Burkholderiales","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales",NA,NA,"SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-01-25,81.02,0.39,NA,3504297,0,0,0,34,3761,449,"Gs0166454","Soil microbial communities","Soil"
"118","BONA_006-O-20230710",2.53866666666667,65.176107,-147.544089,507,10.8,4.04752912701423,3.4761586521534,"3300079305_s36","3300079305_s36","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","006","O",NA,"20230710",3300079305,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria","Bacteria; Pseudomonadota; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; CAJCIS01","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","CAJCIS01","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-01-25,71.44,1.13,NA,3865360,0,0,0,25,3893,504,"Gs0166454","Soil microbial communities","Soil"
"119","BONA_006-O-20230710",2.53866666666667,65.176107,-147.544089,507,10.8,4.04752912701423,3.4761586521534,"3300079305_s37","3300079305_s37","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","006","O",NA,"20230710",3300079305,"MQ","Bacteria; Acidobacteriota; Terriglobia; Terriglobales; Acidobacteriaceae","Bacteria; Acidobacteriota; Terriglobia; Terriglobales; Acidobacteriaceae; Occallatibacter","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Occallatibacter","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-01-25,82.31,2.07,NA,3925408,1,0,1,44,3631,325,"Gs0166454","Soil microbial communities","Soil"
"120","BONA_006-O-20230710",2.53866666666667,65.176107,-147.544089,507,10.8,4.04752912701423,3.4761586521534,"3300079305_s4","3300079305_s4","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","006","O",NA,"20230710",3300079305,"HQ",NA,"Bacteria; Dependentiae; Babeliae; Babeliales; Vermiphilaceae","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae",NA,"SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-01-25,95.55,0.14,NA,1334214,1,1,1,35,1363,26,"Gs0166454","Soil microbial communities","Soil"
"121","BONA_006-O-20230710",2.53866666666667,65.176107,-147.544089,507,10.8,4.04752912701423,3.4761586521534,"3300079305_s44","3300079305_s44","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","006","O",NA,"20230710",3300079305,"MQ",NA,"Bacteria; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae; Palsa-504","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Streptosporangiaceae","Palsa-504","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-01-25,51,1.4,NA,4205018,0,0,0,27,4455,583,"Gs0166454","Soil microbial communities","Soil"
"122","BONA_006-O-20230710",2.53866666666667,65.176107,-147.544089,507,10.8,4.04752912701423,3.4761586521534,"3300079305_s45","3300079305_s45","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","006","O",NA,"20230710",3300079305,"MQ","Bacteria; Pseudomonadota","Bacteria; Pseudomonadota; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; Bog-1198","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Bog-1198","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-01-25,74.55,3.43,NA,2164192,0,1,0,6,2202,286,"Gs0166454","Soil microbial communities","Soil"
"123","BONA_006-O-20230710",2.53866666666667,65.176107,-147.544089,507,10.8,4.04752912701423,3.4761586521534,"3300079305_s56","3300079305_s56","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","006","O",NA,"20230710",3300079305,"MQ",NA,"Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; UBA4665","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","UBA4665",NA,"SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-01-25,86.3,0.17,NA,1047137,1,2,1,32,1149,129,"Gs0166454","Soil microbial communities","Soil"
"124","BONA_006-O-20230710",2.53866666666667,65.176107,-147.544089,507,10.8,4.04752912701423,3.4761586521534,"3300079305_s67","3300079305_s67","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","006","O",NA,"20230710",3300079305,"MQ",NA,"Bacteria; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae; Trebonia","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Streptosporangiaceae","Trebonia","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-01-25,51.63,1.28,NA,4296202,0,0,0,30,4382,665,"Gs0166454","Soil microbial communities","Soil"
"125","BONA_006-O-20230710",2.53866666666667,65.176107,-147.544089,507,10.8,4.04752912701423,3.4761586521534,"3300079305_s7","3300079305_s7","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","006","O",NA,"20230710",3300079305,"MQ","Bacteria; Acidobacteriota; Terriglobia; Bryobacterales","Bacteria; Acidobacteriota; Terriglobia; Bryobacterales; Bryobacteraceae; Bog-105","Bacteria","Acidobacteriota","Terriglobia","Bryobacterales","Bryobacteraceae","Bog-105","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-01-25,96.58,1.97,NA,5276753,0,1,0,47,4934,252,"Gs0166454","Soil microbial communities","Soil"
"126","BONA_006-O-20230710",2.53866666666667,65.176107,-147.544089,507,10.8,4.04752912701423,3.4761586521534,"3300079305_s74","3300079305_s74","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","006","O",NA,"20230710",3300079305,"MQ","Bacteria; Pseudomonadota","Bacteria; Pseudomonadota; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; Bog-1198","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Bog-1198","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-01-25,66.68,1.44,NA,2770207,1,0,0,21,2694,241,"Gs0166454","Soil microbial communities","Soil"
"127","BONA_006-O-20230710",2.53866666666667,65.176107,-147.544089,507,10.8,4.04752912701423,3.4761586521534,"3300079305_s75","3300079305_s75","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","006","O",NA,"20230710",3300079305,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae","Bacteria; Pseudomonadota; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Rhodopila","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodopila","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-01-25,59.06,0.12,NA,3914603,0,0,0,22,4220,545,"Gs0166454","Soil microbial communities","Soil"
"128","BONA_006-O-20230710",2.53866666666667,65.176107,-147.544089,507,10.8,4.04752912701423,3.4761586521534,"3300079305_s80","3300079305_s80","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","006","O",NA,"20230710",3300079305,"MQ","Bacteria; Bacteroidota; Chitinophagia; Chitinophagales; Chitinophagaceae; Dinghuibacter; Dinghuibacter silviterrae","Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Dinghuibacter","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Dinghuibacter","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-01-25,66.43,0.33,NA,2296117,0,0,0,6,2329,427,"Gs0166454","Soil microbial communities","Soil"
"129","BONA_006-O-20230710",2.53866666666667,65.176107,-147.544089,507,10.8,4.04752912701423,3.4761586521534,"3300079305_s86","3300079305_s86","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","006","O",NA,"20230710",3300079305,"MQ","Bacteria; Acidobacteriota; Terriglobia; Terriglobales","Bacteria; Acidobacteriota; Terriglobia; Terriglobales; SbA1; Sulfotelmatobacter","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","SbA1","Sulfotelmatobacter","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-01-25,62.62,1.56,NA,2585931,0,0,0,22,2592,408,"Gs0166454","Soil microbial communities","Soil"
"130","BONA_006-O-20230710",2.53866666666667,65.176107,-147.544089,507,10.8,4.04752912701423,3.4761586521534,"3300079305_s90","3300079305_s90","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","006","O",NA,"20230710",3300079305,"MQ","Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae","Bacteria; Actinomycetota; Actinomycetes; Actinomycetales; Microbacteriaceae; Galbitalea","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Microbacteriaceae","Galbitalea","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-01-25,53.04,5.36,NA,1770391,1,0,1,23,1994,354,"Gs0166454","Soil microbial communities","Soil"
"131","BONA_006-O-20230710",2.53866666666667,65.176107,-147.544089,507,10.8,4.04752912701423,3.4761586521534,"3300079305_s95","3300079305_s95","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","006","O",NA,"20230710",3300079305,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae","Bacteria; Pseudomonadota; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; JAMXLO01","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","JAMXLO01","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-01-25,50.71,1.32,NA,3543704,0,0,0,23,4005,665,"Gs0166454","Soil microbial communities","Soil"
"132","BONA_006-O-20230710",2.53866666666667,65.176107,-147.544089,507,10.8,4.04752912701423,3.4761586521534,"3300079305_s99","3300079305_s99","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","006","O",NA,"20230710",3300079305,"MQ","Bacteria; Pseudomonadota","Bacteria; Pseudomonadota; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; FEN-1191","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","FEN-1191","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-01-25,55.54,0.67,NA,1896390,0,0,0,12,2005,347,"Gs0166454","Soil microbial communities","Soil"
"133","BONA_009-O-20230711",1.92566666666667,65.169192,-147.520277,429.6,7.93333333333333,4.0802723083904,3.49716744440257,"3300079394_s0","3300079394_s0","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","009","O",NA,"20230711",3300079394,"HQ",NA,"Bacteria; Planctomycetota; Planctomycetia; Planctomycetales; Planctomycetaceae","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae",NA,"SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,96.78,0.85,NA,7901328,1,1,2,76,6753,213,"Gs0166454","Soil microbial communities","Soil"
"134","BONA_009-O-20230711",1.92566666666667,65.169192,-147.520277,429.6,7.93333333333333,4.0802723083904,3.49716744440257,"3300079394_s1","3300079394_s1","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","009","O",NA,"20230711",3300079394,"HQ","Bacteria; Acidobacteriota; Terriglobia","Bacteria; Acidobacteriota; Terriglobia; Acidoferrales; UBA7541; Acidoferrum","Bacteria","Acidobacteriota","Terriglobia","Acidoferrales","UBA7541","Acidoferrum","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,94.26,0.21,NA,3992999,1,1,2,37,3588,201,"Gs0166454","Soil microbial communities","Soil"
"135","BONA_009-O-20230711",1.92566666666667,65.169192,-147.520277,429.6,7.93333333333333,4.0802723083904,3.49716744440257,"3300079394_s10","3300079394_s10","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","009","O",NA,"20230711",3300079394,"MQ","Bacteria","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; JAFAMB01; JAFAMB01","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","JAFAMB01","JAFAMB01","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,59.85,0.82,NA,3377309,0,0,0,30,3372,274,"Gs0166454","Soil microbial communities","Soil"
"136","BONA_009-O-20230711",1.92566666666667,65.169192,-147.520277,429.6,7.93333333333333,4.0802723083904,3.49716744440257,"3300079394_s17","3300079394_s17","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","009","O",NA,"20230711",3300079394,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales","Bacteria; Pseudomonadota; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; BOG-931","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","BOG-931","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,82.47,3.29,NA,4034683,1,0,1,32,4333,491,"Gs0166454","Soil microbial communities","Soil"
"137","BONA_009-O-20230711",1.92566666666667,65.169192,-147.520277,429.6,7.93333333333333,4.0802723083904,3.49716744440257,"3300079394_s22","3300079394_s22","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","009","O",NA,"20230711",3300079394,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales","Bacteria; Pseudomonadota; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; JAJPKK01","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","JAJPKK01","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,74.2,1.21,NA,3540610,0,0,0,15,3694,471,"Gs0166454","Soil microbial communities","Soil"
"138","BONA_009-O-20230711",1.92566666666667,65.169192,-147.520277,429.6,7.93333333333333,4.0802723083904,3.49716744440257,"3300079394_s25","3300079394_s25","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","009","O",NA,"20230711",3300079394,"MQ","Bacteria","Bacteria; Acidobacteriota; Thermoanaerobaculia; Multivoradales; UBA5704; UBA5704","Bacteria","Acidobacteriota","Thermoanaerobaculia","Multivoradales","UBA5704","UBA5704","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,76.28,0,NA,3850026,0,0,0,35,3836,451,"Gs0166454","Soil microbial communities","Soil"
"139","BONA_009-O-20230711",1.92566666666667,65.169192,-147.520277,429.6,7.93333333333333,4.0802723083904,3.49716744440257,"3300079394_s26","3300079394_s26","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","009","O",NA,"20230711",3300079394,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Reyranellaceae; Reyranella","Bacteria; Pseudomonadota; Alphaproteobacteria; Reyranellales; Reyranellaceae; Reyranella","Bacteria","Pseudomonadota","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,73.19,2.99,NA,5281614,0,0,0,34,5563,756,"Gs0166454","Soil microbial communities","Soil"
"140","BONA_009-O-20230711",1.92566666666667,65.169192,-147.520277,429.6,7.93333333333333,4.0802723083904,3.49716744440257,"3300079394_s3","3300079394_s3","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","009","O",NA,"20230711",3300079394,"MQ","Bacteria; Pseudomonadota","Bacteria; Pseudomonadota; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; Bog-1198","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Bog-1198","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,77.53,3.11,NA,3614129,0,1,0,30,3371,202,"Gs0166454","Soil microbial communities","Soil"
"141","BONA_009-O-20230711",1.92566666666667,65.169192,-147.520277,429.6,7.93333333333333,4.0802723083904,3.49716744440257,"3300079394_s31","3300079394_s31","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","009","O",NA,"20230711",3300079394,"MQ","Bacteria; Actinomycetota; Actinomycetes","Bacteria; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae; Palsa-506","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Streptosporangiaceae","Palsa-506","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,59.74,2.32,NA,3793012,0,0,0,22,3979,576,"Gs0166454","Soil microbial communities","Soil"
"142","BONA_009-O-20230711",1.92566666666667,65.169192,-147.520277,429.6,7.93333333333333,4.0802723083904,3.49716744440257,"3300079394_s38","3300079394_s38","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","009","O",NA,"20230711",3300079394,"MQ",NA,"Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Puia","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Puia","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,65.16,1.52,NA,2692743,0,0,0,16,2744,504,"Gs0166454","Soil microbial communities","Soil"
